Date,Genre,identifiant,nationalite_francaise,nationalite,annee_obtention_diplome,type_formation,filiere,situation_actuelle, tes-vous ‡ la recherche d un emploi depuis la sortie de l Ècole ? ,Depuis combien de mois Ítes-vous en recherche d emploi ? ,difficultés_recherche,autre_activite,statut_emploi,Avez-vous un statut de :,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_emploi,temps_partiel,temps_partiel_voulu,mois_emploi_occupe,nom_entreprise,taille_entreprise,appartient_groupe,nom_groupe,fonction_principale,intitule_poste,statut_cadre,secteur_activite_entreprise,domaine_entreprise,domaine_divers,langage_info,Vos activitÈs actuelles font appel ‡ vos compÈtences en,energie_renouvelable,salaire_annuel_brute_hors_prime,prime,salaire_annuel_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,fonction_international,langue_francais,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Vous recherchez un autre emploi?,raisons_recherche_emploi,entreprise_developpement_durable,mission_developpement_durable,situation_sortie_polytech,refus_emploi,Concours prÈparÈ(s).1,DurÈe du contrat de volontariat (en mois).1,Pays ou territoire du volontariat.1,Nom et coordonnÈes de l entreprise partenaire.1,Le laboratoire est-il localisÈ?.1,RÈgion de localisation du laboratoire.1,Pays de localisation du laboratoire?.1,Lequel ou lesquels?.1,Le site web s il existe?.1,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat_premier_emploi,Quelle fut la durÈe de votre CDD? ,condition_fin_premier_contrat,intitule_premier_emploi,localisation_premier_emploi,Dans quelle rÈgion?.1,pays_premier_emploi,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l entreprise.1",Code postal de l entreprise.1,Commune de l entreprise.1,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?.1,secteur_premiere_entreprise,anciennete_premier_emploi,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi,Les ÈlÈments suivants vous semblent-ils avoir jouÈ un rÙle dans votre recrutement sur ce 1er emploi? - Stage de 4Ëme annÈe,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,projet_evolution_carriere,recommandation_polytech
16/02/2020 20:35,Homme,1766817026164020,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,2.0,Numberly,250 ‡  4 999 salariÈ(e)s ,Oui,1000mercis,Data,Data Analyst,Oui,ActivitÈs informatiques et services d'information (TIC services),,,,,,40000.0,Non,40000.0,NON,OUI,NON,NON,Oui,Quotidiennement,Quotidiennement,De 2 ‡ moins de 3 mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,5.0,4.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,Management de projet/produit + carriËre ‡ l'international,Oui
17/02/2020 09:45,Homme,1789022910285720,Oui,,2017,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,28.0,Eccr ingÈnierie ,250 ‡  4 999 salariÈ(e)s ,Oui,Maten-secomoc,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur calcul structures ,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,,,,OUI,NON,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvÈ avant l'obtention de votre diplÙme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adÈquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,3.0,4.0,Oui,Pour Èvoluer dans ma carriËre et chercher ‡ me perfectionner dans des domaines prÈcis. ,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
17/02/2020 09:42,Homme,1793993226818980,Oui,,2019,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En poursuite d'Ètudes (hors thËse),,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Continuer en tant que rÈfÈrent soudage,Oui
17/02/2020 09:51,Homme,1789139068514980,Oui,,2019,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Grand Est,,Non,,1.0,Fives Nordon,5 000 salariÈ(e)s ou plus,Oui,Fives,Production - Exploitation ,IngÈnieur Soudeur ,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,36000.0,Oui,79580.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannÈe,L'adÈquation avec un projet professionnel ,oui,oui,4.0,3.0,5.0,4.0,3.0,1.0,Oui,Localisation et travail demandÈ correspondant pas aux attentes et promesses,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Poste ‡ responsabilitÈ CEA / CrÈation d'entreprise ,Oui
17/02/2020 10:22,Homme,1875984437307820,Oui,,2019,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,5.0,MÈcanique gÈnÈrale et tÙlerie de prÈcision (MGP),De 20 ‡ 49 salariÈ(e)s ,Oui,LLEDO INDUSTRIES,"MÈthodes, contrÙle de production, maintenance",Technicien SupÈrieur mÈthode ,Non,"Industrie automobile, aÈronautique, navale, ferroviaire",,,,,,23660.0,Oui,24160.0,OUI,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le secteur d'activitÈ de l'entreprise,oui,oui,4.0,5.0,4.0,3.0,4.0,5.0,Non,,PlutÙt d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,"Responsable mÈcanique puis directeur de site
 ChargÈ d'affaires",Oui
17/02/2020 09:49,Homme,1782921034569700,Oui,,2017,Sous contrat de professionalisation,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),1.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,8.0,CMP Arles,De 50 ‡ 249 salariÈ(e)s ,Non,,Commercial(e) (dont ingÈnieur(e) d'affaire) ,IngÈnieur chargÈ d'affaires,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,37000.0,Oui,37000.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,"RÈseau social professionnel (viadÈo, Linkedln)",Le secteur d'activitÈ de l'entreprise,oui,oui,4.0,4.0,4.0,4.0,4.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
17/02/2020 12:46,Homme,1794775599416140,Oui,,2018,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,1.0,Chaudrinox,De 50 ‡ 249 salariÈ(e)s ,Oui,Coreme,"MÈthodes, contrÙle de production, maintenance",IngÈnieur mÈthodes et industrialisation,Oui,Industrie pharmaceutique,,,,,,37000.0,Oui,39000.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Sites Internet d'entreprises,Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,4.0,3.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,Licenciement,Charge d'affaires chaudronnerie,En France,Auvergne-RhÙne-Alpes,,Spie,497 rue NicÈphore NiÈpce ,69800,Saint-Priest,5 000 salariÈ(e)s ou plus,Oui,Spie,Industrie chimique,14.0,Oui,Non,Apprenti(e) : EmbauchÈ(e) par l'entreprise d'apprentissage,L'intÈrÍt du travail en lui-mÍme,36000.0,Oui,39000.0,1.0,3.0,4.0,,,Pouvoir pour le moment Èvoluer au sein de mon entreprise ,Oui
17/02/2020 10:40,Homme,1789582939155370,Oui,,2019,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En poursuite d'Ètudes (hors thËse),,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,ChargÈ d affaires,Oui
17/02/2020 11:20,Homme,1768095949487950,Oui,,2017,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,19.0,LRTI,De 20 ‡ 49 salariÈ(e)s ,Oui,METIS,"MÈthodes, contrÙle de production, maintenance",IngÈnieur chargÈ d'affaires,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,40320.0,Oui,42320.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le lieu gÈographique ,oui,oui,4.0,3.0,4.0,4.0,5.0,5.0,Oui,,PlutÙt en dÈsaccord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
17/02/2020 11:34,Homme,1783871993374610,Oui,,2018,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,18.0,Framatome,5 000 salariÈ(e)s ou plus,Oui,EDF,Production - Exploitation ,IngÈnieur Conduite d'Essai,Oui,"…nergie (Production et distribution d'ÈlectricitÈ, de gaz, de vapeur et d'air conditionnÈ)",,,,,,40000.0,Oui,50000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Sites Internet d'entreprises,Les perspectives de carriËre dans cette entreprise,oui,oui,3.0,4.0,4.0,5.0,4.0,1.0,Oui,"Trop contraignant, dÈplacement 100% en france et Ètranger",PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
17/02/2020 12:06,Homme,1783483995976280,Oui,,2017,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Martinique,,Non,,29.0,IREM France,De 50 ‡ 249 salariÈ(e)s ,Non,,Commercial(e) (dont ingÈnieur(e) d'affaire) ,IngÈnieur d'affaires ,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,48000.0,Oui,52000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Quotidiennement,,Candidature spontannÈe,Le secteur d'activitÈ de l'entreprise,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Pas du tout d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Direction de projet ,Oui
17/02/2020 13:04,Homme,1789312776613130,Oui,,2018,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,18.0,Boccard,250 ‡  4 999 salariÈ(e)s ,Non,,Production - Exploitation ,Responsable de projets,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,34800.0,Oui,38000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,TrËs rarement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposÈ,oui,oui,5.0,3.0,5.0,4.0,5.0,3.0,Oui,Changement de structure et sans dÈplacement,PlutÙt en dÈsaccord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Gestion de projets plus grande envergures,Oui
17/02/2020 13:25,Femme,1789034148419490,Oui,,2018,Formation initiale (hors apprentissage),MatÈriaux (MAT),En recherche emploi,Non,5.0,"Manque d'expÈrience professionnelle|Formation mal, ou pas, reconnue par les employeurs|Peu d'offres d'emploi",Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,, ,Oui
17/02/2020 13:37,Homme,1793786662071540,Oui,,2018,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,12.0,Alten SO,5 000 salariÈ(e)s ou plus,,,"QualitÈ, sÈcuritÈ, s˚retÈ de fonctionnement ",,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",Divers,,,,,34000.0,Oui,36000.0,NON,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,DÈmarchÈ(e) par un 'chasseur de tÍtes',L'adÈquation avec un projet professionnel ,non,oui,3.0,4.0,5.0,,5.0,5.0,Oui,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
17/02/2020 17:10,Femme,1775413930916400,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,A l'Ètranger,,Pays Bas,Non,,6.0,Helloprint,De 50 ‡ 249 salariÈ(e)s ,Non,,Marketing-Informatique,Growth Hacker,Oui,ActivitÈs informatiques et services d'information (TIC services),,,,,,27000.0,Oui,31000.0,NON,NON,NON,OUI,Oui,Rarement (quelques fois par mois),Quotidiennement,,stage de fin d'Ètudes,L'adÈquation avec un projet professionnel ,oui,non,4.0,5.0,5.0,2.0,5.0,4.0,Oui,CuriositÈ,PlutÙt d'accord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,Manager,Oui
17/02/2020 14:33,Homme,1798487275128440,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,28.0,Sopra Steria,5 000 salariÈ(e)s ou plus,Oui,Sopra Steria Group,Exploitation / maintenance informatique ,IngÈnieur d'Ètude ,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,,,31080.0,Oui,31080.0,NON,NON,OUI,NON,Oui,Quotidiennement,TrËs rarement,,"RÈseau social professionnel (viadÈo, Linkedln)",Les perspectives de carriËre dans cette entreprise,oui,oui,4.0,4.0,5.0,3.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
17/02/2020 14:27,Homme,1876018957403790,Oui,,2017,Sous contrat de professionalisation,Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,25.0,Teads,250 ‡  4 999 salariÈ(e)s ,Oui,Altice,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",Senior Software Engineer,Oui,"…dition, audiovisuel et diffusion",,,,,,46000.0,Oui,52000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,L'adÈquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,4.0,5.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,aucune,Oui
17/02/2020 16:05,Homme,1899265683175340,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,16.0,Gerflor,250 ‡  4 999 salariÈ(e)s ,Oui,Gerflor Group,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur R&D Process,Oui,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minÈraux non mÈtalliques,Divers,"SantÈ, Batiment, Sport, AÈronautique, Transports, Grand public",,,,35000.0,Oui,40000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le contenu de la mission / poste proposÈ,oui,oui,4.0,3.0,4.0,3.0,3.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,activitÈ professionnelle,,,,,,,,,,,De 3 ‡ moins de 4 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),12.0,Fin de contrat ou fin de mission,IngÈnieur R&D Produits,En France,Provence-Alpes-CÙte d'Azur,,Gerflor,Chemin du bois des Lots,26130,Saint Paul Trois Chateaux,250 ‡  4 999 salariÈ(e)s ,Oui,Gerflor Group,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minÈraux non mÈtalliques,28.0,Oui,Non,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'intÈrÍt du travail en lui-mÍme,29000.0,Oui,33000.0,1.0,1.0,4.0,,,,Oui
17/02/2020 16:55,Homme,1768549691376130,Oui,,2019,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Finir et valider ma thËse,Oui
17/02/2020 17:43,Homme,1776621772643770,Oui,,2019,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),"En volontariat (VIE, VIA, Volontariat civil..)",,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Travailler ‡ l'Ètranger en dÈbut de carriËre,
17/02/2020 17:59,Homme,1789139118785300,Oui,,2018,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Normandie,,Non,,12.0,Ponticelli Freres,250 ‡  4 999 salariÈ(e)s ,Oui,Ponticelli freres,,Responsable prÈparation ,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,40000.0,Oui,45000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,TrËs rarement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),La politique globale de relations humaines dans l'entreprise ,oui,oui,4.0,4.0,5.0,3.0,5.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
17/02/2020 22:24,Homme,1776621858821210,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En poursuite d'Ètudes (hors thËse),,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activitÈ professionnelle,,,,,,,,,,,De 3 ‡ moins de 4 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,"DÈmission, sans autre proposition de contrat",IngÈnieur …tudes et DÈveloppement,En France,Occitanie,,Smile,,,Montpellier,250 ‡  4 999 salariÈ(e)s ,,,ActivitÈs informatiques et services d'information (TIC services),7.0,Oui,Non,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Autre,26790.0,Non,26790.0,4.0,0.0,4.0,NON,NON,"MÈdecin , ou bien crÈation de start-up",Oui
17/02/2020 20:22,Homme,1776621858135290,Oui,,2017,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En crÈation d'entreprise /reprise d'entreprise,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Chef d'entreprise / Chef de projet ,Oui
17/02/2020 20:55,Homme,1783429277924880,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,8.0,Sopra Steria Montpellier,5 000 salariÈ(e)s ou plus,Oui,Sopra Steria,Etudes et dÈveloppement en systËmes d'information ,IngÈnieur Ètudes et dÈveloppements,Non,ActivitÈs informatiques et services d'information (TIC services),,,,,,28200.0,Oui,32000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'Ètudes,Les perspectives de carriËre dans cette entreprise,oui,oui,5.0,4.0,5.0,3.0,5.0,5.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,"Monter en responsabilitÈs dans des projets (responsable techniques) afin de poursuivre en tant que chef de projet, directeur de projet",Oui
18/02/2020 02:40,Homme,1876843909835070,Non,BrÈsilienne,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,A l'Ètranger,,BrÈsil,Non,,14.0,Ticket Log,5 000 salariÈ(e)s ou plus,Oui,Edenred,"Achats, approvisionnements, logistique ",Coordenador de OperaÁıes,Non,ActivitÈs financiËres et d'assurance,Divers,FinanciËre,,,,20000.0,Oui,25000.0,OUI,OUI,OUI,OUI,Non,TrËs rarement,Souvent (plusieurs heures par semaine),,DÈmarchÈ(e) par un 'chasseur de tÍtes',Le montant du salaire proposÈ ,oui,non,4.0,5.0,4.0,4.0,5.0,4.0,Non,,PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,activitÈ professionnelle,,,,,,,,,,,De 1 ‡ moins de 2 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),6.0,"DÈmission, sans autre proposition de contrat",Analista de Compras,A l'Ètranger,,BrÈsil,GWTK,"Rua Carlos Von Koseritz, 237",90540-031,"Porto Alegre, RS - BrÈsil",De 20 ‡ 49 salariÈ(e)s ,Non,,"Industrie automobile, aÈronautique, navale, ferroviaire",6.0,Non,Non,Stage de fin d'Ètudes,L'intÈrÍt du travail en lui-mÍme,5100.0,Non,5100.0,1.0,1.0,4.0,,,,Oui
18/02/2020 09:55,Homme,1783103600401140,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En crÈation d'entreprise /reprise d'entreprise,,,,Non,,,,,A l'Ètranger,,Pays-Bas,Non,,12.0,Helloprint,De 50 ‡ 249 salariÈ(e)s ,Non,,"Achats, approvisionnements, logistique ",Data Analyst / Supply Chain Analyst,Oui,Autres secteurs ,,,,,,30000.0,Oui,32500.0,NON,NON,OUI,OUI,Oui,Souvent (plusieurs heures par semaine),Quotidiennement,,"RÈseau social professionnel (viadÈo, Linkedln)",L'adÈquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,5.0,5.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,OUI,Continuer de travailler dans un cadre international et me lancer complËtement dans la crÈation d'entreprise en Avril,Oui
18/02/2020 11:43,Homme,1782917360433220,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,J'aimerais revenir travailler en france ‡ la suite de mon VIE,Oui
