Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,Région de votre entreprise d'accueil,"Durant vos études, vous avez bénéficié d'aménagements de scolarité liés à un handicap, ou vous vous êtes déclaré en situation d'handicap auprès de votre établissement",filiere,situation_actuelle,"'Sans activité volontairement', merci de préciser :",Vous occupez plusieurs emplois?,en_recherche_emploi,refus_emploi,difficultes_recherche,Concours préparé(s),alternance,Durée du contrat de volontariat (en mois) ,Montant brut annuel HORS PRIME de l'allocation que vous percevez,Quel est le poste que vous occupez?,Votre courriel professionnel :,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,Vous travaillez,mois_emploi_occupe,Combien de jours par semaine êtes-vous en télétravail ? ,nom_entreprise,"Adresse ( numero, rue, avenue..)de l'entreprise",Code postal de l'entreprise,Commune de l'entreprise, Son site internet?,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,Quel est le secteur d'activité de votre entreprise (celle qui vous rémunère)?,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,Responsabilités exercées [Vous avez la responsabilité fonctionnelle  d'une équipe ?],responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Stage de 5ème année /Contrat de professionnalisation],recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,Concours préparé(s)5,Pays ou territoire du volontariat6,Nom et coordonnées de l'entreprise partenaire7,Le laboratoire est-il localisé?8,Région de localisation du laboratoire9,Pays de localisation du laboratoire?10,Lequel ou lesquels?11,Le site web s'il existe?12,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,Dans quelle région?13,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l'entreprise14",Code postal de l'entreprise15,Commune de l'entreprise16,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?17,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Stage de 5ème année/Contrat de professionnalisation],satisfaction_premier_emploi,La situation sanitaire a-t-elle eu un impact pour vous ?,Merci de préciser les raisons,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,Souhaitez vous être informé sur l' association des diplômés de Polytech (Polytech Connect)?,recommandation_polytech
Homme,1768183505228300,Oui,,2019,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,14.0,4.0,Altran,4 Avenue Didier Daurat,31700,Blagnac,https://www.altran.com/fr/fr/,5 000 salarié(e)s ou plus,Oui,Cap Gemini,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Consultant,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Elaboration et caractérisation des matériaux,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 4 à moins de 5 mois,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité,4.0,,,,Oui,Oui
Femme,1882297605209260,Non,Sénégalaise ,2018,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En recherche emploi,,,Non,Oui,Démarches administratives,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,,,,,,,,,De 3 à moins de 4 mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Assistante Qualité ,En France,Bretagne,Saint Michel ,Zone industrielle de Saint agathon ,22200,Guingamp ,250 à  4 999 salarié(e)s ,Oui,Saint Michel ,Industrie agroalimentaire ,8.0,Non,Non,Sites Internet d'entreprises,L'intérêt du travail en lui-même,,Non,,5.0,2.0,Oui,Mobilité géographique compliquée|Perte d'emploi / Cessation d'activité,5.0,,,,Oui,Oui
Femme,1768009669304350,Oui,,2019,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,,24,,Ingénieur en sciences exactes / chargée de mission et ingénierie de projets,nina.brunet@cresica.nc,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,,,,,,,,,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),"Démission, sans autre proposition de contrat",Chargée d'affaire environnement,A l'étranger,,Socometra engie,"3 rue auer, Ducos, Nouméa 98800",98800,Nouméa ,De 50 à 249 salarié(e)s ,Oui,Engie ,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",1.0,Oui,Non,Relations personnelles,Le lieu géographique ,,Oui,,1.0,0.0,Non,,3.0,,,,Oui,Oui
Femme,1776166979781670,Non,Suisse,2020,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En recherche emploi,,,Oui,Non,Gel des embauches sur plusieurs postes suite à la situation de coronavirus,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Report de signature de contrat / Report d'embauche|Annulation d'embauche|Changement de projet professionnel,5.0,,,,Oui,Oui
Homme,1789139016135670,Oui,,2019,Sous contrat de professionalisation,,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,14.0,1.0,Elmatec,4 chemin de Branchy,74600,Seynod,https://www.elmatec.fr/,De 10 à 19 salarié(e)s ,Non,,Recherche expérimentale ,Ingénieur Projet,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,35652.0,Oui,37000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Non,Oui
Homme,1783551734409300,Oui,,2020,Sous contrat de professionalisation,,Non,Mécanique et Interactions (MI),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,À temps plein,6.0,0.0,Unac,Avenue de camargue,30310,Vergèze ,,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur en conception mécanique ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,31000.0,Non,31000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Stage année césure / Contrat de professionnalisation,L'adéquation avec un projet professionnel ,oui,non,4.0,4.0,5.0,3.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
Femme,1889582630343950,Non,Brésilienne,2019,Sous contrat de professionalisation,,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,A l'étranger,,Brésil,À temps plein,1.0,5.0,OUL,,90160-091,"Porto Alegre, Brésil",,5 000 salarié(e)s ou plus,Oui,Groupe OUL,"Innovation, Propriété industrielle, brevets, transfert de technologie",Analyste d'innovation et projects,Non,Industrie des technologies de l'Information et de la Communication (TIC),Divers,,,,Oui,,OUI,NON,OUI,OUI,Non,Jamais,Quotidiennement,,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,non,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Non,,activité professionnelle,,,,,,,,,6 mois ou plus,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Product Line Operations,A l'étranger,,Dell Technologies,,,Eldorado do Sul,5 000 salarié(e)s ou plus,Non,,Industrie des technologies de l'Information et de la Communication (TIC),13.0,Non,Non,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,,Non,,5.0,3.0,Non,,5.0,,,,Oui,Oui
Homme,1783551661470080,Oui,,2020,Sous contrat de professionalisation,,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,5.0,2.0,ABC INGE,1950 avenue du Maréchal Juin,30900,Nîmes,https://www.abc-inge.com/, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur hydraulicien,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,25050.0,Oui,25050.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Stage année césure / Contrat de professionnalisation,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,3.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Prétention salariale revue,4.0,,,,Oui,Oui
Homme,1789312715006830,Oui,,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,A l'étranger,,Royaume-Uni,À temps plein,29.0,2.0,Big Sofa,"30 Great Guildford St, London SE1 0HS",0,Londres,https://www.bigsofatech.com/,De 20 à 49 salarié(e)s ,Non,,Informatique industrielle et technique ,Front End Developer,Non,"Autres activités spécialisées, scientifiques et techniques",,,,63500.0,Non,63500.0,NON,NON,OUI,OUI,Oui,Souvent (plusieurs heures par semaine),Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Prétention salariale revue,5.0,NON,NON,,Non,Oui
Homme,1806657444524820,Non,Malienne,2018,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),24.0,A l'étranger,,Cameroun,À temps plein,18.0,0.0,Société Industrielle de Camerounaise de Cacao (SIC-Cacao),,99,Douala,https://www.barry-callebaut.com/en-GB,5 000 salarié(e)s ou plus,Oui,Barry Callebaut,"Méthodes, contrôle de production, maintenance",Graduate OSCO,Oui,Industrie agroalimentaire ,,,,14650.0,Oui,16000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,3.0,2.0,2.0,4.0,Oui,Raisons personnelles ,activité professionnelle,,,,,,,,,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Assistant qualité process,En France,Bourgogne-Franche-Comté,Reine de Dijon,,21,Fleuret sur Ouche,250 à  4 999 salarié(e)s ,Oui,Develey ,Industrie agroalimentaire ,18.0,Non,Non,Stage de fin d'études,L'adéquation avec un projet professionnel ,24000.0,Non,24000.0,5.0,3.0,Non,,4.0,,,,Oui,Oui
Femme,1793840299363710,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,À temps plein,25.0,2.0,ALTEN SUD-OUEST,,33700,,,250 à  4 999 salarié(e)s ,Oui,ALTEN SA,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur qualité fournisseur,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,29520.0,Oui,29820.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',,,,4.0,3.0,4.0,1.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité|Report d'une évolution de carrière|Formation annulée ou reportée,4.0,,,,Oui,Oui
Homme,1888692414711220,Oui,,2020,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En recherche emploi,,,Oui,Non,Mobilité géographique difficile|Manque d'expérience professionnelle|Difficulté à mettre en valeur mes compétences,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Report de signature de contrat / Report d'embauche|Difficulté pour le stage de fin d'études|Autre,4.0,,,,Oui,Oui
Homme,1758627194075820,Oui,,2019,Sous contrat d'apprentissage,Occitanie,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,15.0,1.0,SUEZ CONSULTING,"SAFEGE SAS - Le Bruyère 2000 - Bâtiment 1 - Zone du Millénaire 650, Rue Henri Becquerel - CS79542",34941,Montpellier,http://suez.com,250 à  4 999 salarié(e)s ,Oui,SUEZ,Maitrise d'oeuvre travaux,Ingénieur de Projet,Oui,Autres secteurs ,,,,34500.0,Non,34500.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,4.0,3.0,3.0,5.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Mobilité géographique compliquée,4.0,,,,Non,Oui
Femme,1783100972199480,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,25.0,0.0,Altran,4 avenue Didier Daurat,31700,Blagnac,,5 000 salarié(e)s ou plus,Oui,Capgemini,Matériaux & Procédés,Consultante - Responsable qualité fournisseurs (pour SAFRAN Power Units),Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Divers,,,32000.0,Non,32000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),De 2 à moins de 3 mois,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,2.0,3.0,5.0,1.0,3.0,3.0,2.0,Oui,Je n'aime pas la prestation et mon but a toujours été de la quitter au plus vite. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Chômage partiel / Réduction d'activité,3.0,,,,Non,Oui
Homme,1767188220767320,Oui,,2020,Sous contrat de professionalisation,,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,À temps plein,5.0,1.0,SETEC HYDRATEC,Immeuble Central Seine 42-52  Quai de la Rapée,75583,PARIS,http://www.hydratec.setec.fr/,De 50 à 249 salarié(e)s ,Oui,SETEC,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur attaché d'études,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,,,31005.0,Non,31005.0,OUI,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Sites Internet d'entreprises,Le lieu géographique ,oui,oui,4.0,5.0,5.0,4.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,"Recours au télétravail|Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|""Moins de formations, moins d'évenements non formels entre collègues""",3.0,,,,Oui,Oui
Homme,1788640424603910,Oui,,2018,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En thèse,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Oui,Oui
Femme,1776091895895960,Oui,,2020,Sous contrat de professionalisation,,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,6.0,1.0,Union des Distilleries de la Méditerranée,431 rue Philippe Lamour,30600,Vauvert,https://www.groupeudm.com/,De 50 à 249 salarié(e)s ,Oui,UDM,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieure Méthodes ,Non,"Agriculture, sylviculture et pêche ",,,,27000.0,Oui,30500.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Stage année césure / Contrat de professionnalisation,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,3.0,4.0,4.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Homme,1788752092801610,Oui,,2019,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En recherche emploi,,,Non,Oui,Manque d'expérience professionnelle,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,,,,,,,,,De 4 à moins de 5 mois,Salarié(e) du secteur public,Agent contractuel,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Technicien Supérieur Eau Assainissement,En France,Hauts-de-France,Agence de l'Eau Artois Picardie,"200 rue Marceline, Centre Tertiaire",59500,DOUAI,De 50 à 249 salarié(e)s ,Non,,"Administration d'État, Collectivités territoriales, Hospitalière",11.0,Non,Non,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,24012.0,Non,24012.0,,2.0,Oui,Recours au télétravail|Moins de propositions de recrutement|Perte d'emploi / Cessation d'activité,4.0,,,,Oui,Oui
Homme,1775270642923870,Oui,,2020,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,À temps plein,6.0,4.0,Sopra Steria ,,6560,Valbonne,https://www.soprasteria.com,5 000 salarié(e)s ou plus,Oui,Sopra Steria Group,Exploitation / maintenance informatique ,,Oui,Activités informatiques et services d'information (TIC services),,,,31380.0,Oui,34695.0,NON,NON,NON,NON,Oui,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le lieu géographique ,oui,oui,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,OUI,NON,,Non,Oui
Homme,1899261178132260,Oui,,2020,Formation initiale (hors apprentissage),,Non,Mécanique et Interactions (MI),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,À temps plein,0.0,4.0,IMAG,"IMAG UMR 51, Université de Montpellier, Place Eugène Bataillon",34090,Montpellier,http://imag.edu.umontpellier.fr/,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur de Recherche en Simulation Numérique,Oui,"Enseignement, recherche",,,,23400.0,Oui,25740.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Réseaux des anciens /association des anciens (polytech Connect),Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,4.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Annulation d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,,,,Non,Oui
Homme,1789034153455870,Oui,,2019,Sous contrat d'apprentissage,Provence-Alpes-Côte d'Azur,Non,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),18.0,En France,Île-de-France,,À temps plein,12.0,5.0,Avsimulation,"1, Cours de l'Ile Seguin",92100,Boulogne Billancourt,https://www.avsimulation.com/?lang=fr,De 50 à 249 salarié(e)s ,Oui,Sogeclair,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur avant-vente,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,33000.0,Non,33000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 5 à moins de 6 mois,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,5.0,2.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Mobilité géographique compliquée,4.0,,,,Non,Oui
Homme,1798487221646170,Oui,,2020,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,À temps plein,5.0,0.0,SERPE,286 rue Charles Gide ,34670,Baillargues,https://www.phytoserpe.com/,250 à  4 999 salarié(e)s ,Non,,Production - Exploitation ,Chargé d'études Phytoépuration,Oui,"Construction, BTP",,,,28200.0,Oui,31781.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,oui,2.0,3.0,2.0,4.0,4.0,2.0,5.0,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue|Difficulté dans l'entreprise d'apprentissage,1.0,,,,Oui,Non
Femme,1888414432385930,Oui,,2019,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En thèse,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Femme,1776106799883870,Oui,,2020,Sous contrat de professionalisation,,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,1.0,0.0,Altran,Parc Sud Galaxie 3 r Tropiques,38130,ECHIROLLES ,https://www.altran.com/fr/fr/,De 50 à 249 salarié(e)s ,Oui,Altran-Capgemini,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur consultant,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Energie, électronique, électrotechnique",,,35000.0,Oui,35000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,4.0,4.0,3.0,4.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Moins de propositions de recrutement|Moins d'offres d'emploi,3.0,,,,Oui,Oui
Homme,1776102353371030,Oui,,2019,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Pays de la Loire,,À temps plein,4.0,0.0,HANNECARD FRANCE,12 allée des pelouses,72200,LA FLECHE,https://www.hannecard.fr/,De 50 à 249 salarié(e)s ,Oui,Groupe HANNECARD,"Méthodes, contrôle de production, maintenance",Ingénieur méthodes/industrialisation,Non,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques,Divers,,,30000.0,Non,30000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 5 à moins de 6 mois,Relations personnelles,L'absence d'alternative,non,oui,3.0,3.0,5.0,2.0,4.0,3.0,5.0,Oui,Meilleure rémunération et localisation géographique,activité professionnelle,,,,,,,,,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée),Fin de contrat après la période d'essai (2 x 4 mois),Ingénieur Fiabilisation Sites,En France,Pays de la Loire,IRCAMEX,2 rue du château de l'éraudière,44000,NANTES, Moins de 10 salarié(e)s ,Non,,"Sociétés de conseil, bureaux d'études",8.0,Oui,Non,Relations personnelles,Les perspectives de croissance de l'entreprise,32000.0,Oui,33000.0,5.0,1.0,Oui,Chômage partiel / Réduction d'activité|Perte d'emploi / Cessation d'activité,4.0,,,,Oui,Oui
